user_id,company_id,location,start_date,StartAfter2019,companies_worked,positions_worked,days_worked
43335,890,,2018-07-01,0,2,4,0
43335,890,"İzmir, Türkiye",2018-07-01,0,2,4,0
43335,890,"Izmir, Turkey",2018-07-01,0,2,4,184
43477,7734,Turkey,2017-09-01,0,3,4,0
43477,7734,"Ankara, Turkey",2017-09-01,0,3,4,487
43700,21880,"İstanbul, Türkiye",2013-07-01,0,2,4,0
43700,21880,Istanbul/Turkey,2013-07-01,0,2,4,153
43940,21880,"İstanbul, Türkiye",2013-07-01,0,2,4,0
43940,21880,Istanbul/Turkey,2013-07-01,0,2,4,153
43979,1423,İzmir,2019-09-01,1,4,5,0
43979,1423,"Izmir, Turkey",2019-09-01,1,4,5,-243
44051,8053,"Izmir, Turkey",2009-02-01,0,1,2,0
44051,8053,,2009-02-01,0,1,2,3621
44158,8304,"Çankaya, Ankara, Türkiye",2018-01-01,0,1,2,0
44158,8304,"Gölbaşı, Ankara, Türkiye",2018-01-01,0,1,2,365
44405,22056,"Izmir, Turkey",2017-04-01,0,4,9,0
44405,22056,,2017-04-01,0,4,9,579
44840,24,"Kocaeli, Turkey",2018-03-01,0,1,3,0
44840,24,"İstanbul, Türkiye",2018-03-01,0,1,3,306
44888,34,,2012-08-01,0,2,3,0
44888,34,"Ankara, Turkey",2012-08-01,0,2,3,2069
44946,18830,"Tekirdag, Turkey",2017-10-01,0,2,3,0
44946,18830,Çerkezköy,2017-10-01,0,2,3,457
45231,439,,2015-05-01,0,2,4,0
45231,439,"İstanbul, Türkiye",2015-05-01,0,2,4,31
45348,6073,"İzmir, Türkiye",2014-01-01,0,2,3,0
45348,6073,,2014-01-01,0,2,3,1826
45557,439,,2015-05-01,0,2,4,0
45557,439,"İstanbul, Türkiye",2015-05-01,0,2,4,31
45660,22234,"Izmir, Turkey",2018-01-01,0,2,3,0
45660,22234,"Alexandria, Egypt",2018-01-01,0,2,3,365
45692,6073,"İzmir, Türkiye",2014-01-01,0,2,3,0
45692,6073,,2014-01-01,0,2,3,1826
45970,2409,"Eskişehir, Turkey",2011-02-01,0,2,3,0
45970,2409,Eskişehir,2011-02-01,0,2,3,2891
46025,2409,"Eskişehir, Turkey",2011-02-01,0,2,3,0
46025,2409,Eskişehir,2011-02-01,0,2,3,2891
46167,22385,Nilüfer,2019-07-01,1,1,2,0
46167,22385,"Nilüfer, Bursa, Türkiye",2019-07-01,1,1,2,-181
46176,22385,Nilüfer,2019-07-01,1,1,2,0
46176,22385,"Nilüfer, Bursa, Türkiye",2019-07-01,1,1,2,-181
47041,146,,2017-08-01,0,2,3,0
47041,146,İstanbul,2017-08-01,0,2,3,518
47071,4541,"Ankara, Türkiye",2009-09-01,0,2,5,0
47071,4541,,2009-09-01,0,2,5,0
47071,4541,"Ankara, Turkey",2009-09-01,0,2,5,3409
47083,146,İstanbul,2017-08-01,0,2,3,0
47083,146,,2017-08-01,0,2,3,518
47172,4541,,2009-09-01,0,2,5,0
47172,4541,"Ankara, Türkiye",2009-09-01,0,2,5,0
47172,4541,"Ankara, Turkey",2009-09-01,0,2,5,3409
47444,22959,,2012-05-01,0,1,2,0
47444,22959,Ankara,2012-05-01,0,1,2,2436
47516,22959,Ankara,2012-05-01,0,1,2,0
47516,22959,,2012-05-01,0,1,2,2436
47703,23042,Karabuk,2016-10-01,0,4,5,0
47703,23042,,2016-10-01,0,4,5,608
47739,23042,Karabuk,2016-10-01,0,4,5,0
47739,23042,,2016-10-01,0,4,5,608
47795,23042,Karabuk,2016-10-01,0,4,5,0
47795,23042,,2016-10-01,0,4,5,608
47816,3903,"Trabzon, Türkiye",2017-03-01,0,2,3,0
47816,3903,"Trabzon, Turkey",2017-03-01,0,2,3,671
47891,23042,,2016-10-01,0,4,5,0
47891,23042,Karabuk,2016-10-01,0,4,5,608
47943,23042,Karabuk,2016-10-01,0,4,5,0
47943,23042,,2016-10-01,0,4,5,608
47954,305,,2017-02-01,0,10,12,0
47954,305,"Ankara, Turkey",2017-02-01,0,10,12,89
47964,23042,Karabuk,2016-10-01,0,4,5,0
47964,23042,,2016-10-01,0,4,5,608
47978,4541,"Ankara, Turkey",2013-09-01,0,2,3,0
47978,4541,"Ankara, Türkiye",2013-09-01,0,2,3,1461
47996,5692,"Istanbul, Turkey",2013-07-01,0,1,3,0
47996,5692,Otokoç Otomotiv Software Engineering Full Stack Devops,2013-07-01,0,1,3,2222
48021,4541,"Ankara, Turkey",2013-09-01,0,2,3,0
48021,4541,"Ankara, Türkiye",2013-09-01,0,2,3,1461
48077,839,"Erzurum, Türkiye",2005-08-01,0,1,3,0
48077,839,Ankara,2005-08-01,0,1,3,365
48140,34,"Ankara, Turkey",2017-10-01,0,3,4,0
48140,34,ODTÜ Teknokent,2017-10-01,0,3,4,457
48278,4541,"Ankara, Türkiye",2009-09-01,0,2,5,0
48278,4541,"Ankara, Turkey",2009-09-01,0,2,5,0
48278,4541,,2009-09-01,0,2,5,3409
48279,1338,"Düzce, Türkiye",2014-09-01,0,3,5,0
48279,1338,Öğrenci Temsilciliği,2014-09-01,0,3,5,153
48341,305,,2017-02-01,0,10,12,0
48341,305,"Ankara, Turkey",2017-02-01,0,10,12,89
48350,89,"Ankara, Türkiye",2015-03-01,0,5,7,0
48350,89,"Ankara, Turkey",2015-03-01,0,5,7,1402
48351,207,"Ankara, Turkey",2018-02-01,0,2,5,0
48351,207,,2018-02-01,0,2,5,334
48352,305,"Ankara, Turkey",2015-02-01,0,2,3,0
48352,305,Ankara,2015-02-01,0,2,3,1430
48361,34,ODTÜ Teknokent,2017-10-01,0,3,4,0
48361,34,"Ankara, Turkey",2017-10-01,0,3,4,457
48396,199,,2003-07-01,0,1,6,0
48396,199,"İstanbul, Türkiye",2003-07-01,0,1,6,550
48399,4541,"Ankara, Turkey",2009-09-01,0,2,5,0
48399,4541,"Ankara, Türkiye",2009-09-01,0,2,5,0
48399,4541,,2009-09-01,0,2,5,3409
48409,1338,"Düzce, Türkiye",2014-09-01,0,3,5,0
48409,1338,Öğrenci Temsilciliği,2014-09-01,0,3,5,153
48452,4805,,2019-04-01,1,7,9,0
48452,4805,"Ankara, Turkey",2019-04-01,1,7,9,153
48559,5036,"Ankara, Turkey",2018-06-01,0,4,5,0
48559,5036,Ankara,2018-06-01,0,4,5,395
48760,19878,Şişli,2012-03-01,0,4,6,0
48760,19878,"Şişli, İstanbul",2012-03-01,0,4,6,1401
48768,88,,2009-02-01,0,2,6,0
48768,88,Ankara,2009-02-01,0,2,6,1854
48794,4805,,2019-04-01,1,7,9,0
48794,4805,"Ankara, Turkey",2019-04-01,1,7,9,153
48818,88,,2008-07-01,0,1,3,0
48818,88,"Ankara, Türkiye",2008-07-01,0,1,3,3075
48828,4805,,2019-04-01,1,7,9,0
48828,4805,"Ankara, Turkey",2019-04-01,1,7,9,153
48842,23256,"Ankara, Turkey",2017-06-01,0,2,3,0
48842,23256,"Ankara, Türkiye",2017-06-01,0,2,3,579
48910,23,"Ankara, Turkey",2017-02-01,0,1,2,0
48910,23,Ankara,2017-02-01,0,1,2,699
49080,8574,"ODTU, Ankara",2009-07-01,0,5,9,0
49080,8574,"Oran, Ankara",2009-07-01,0,5,9,580
49191,20636,"Kocaeli, Turkey",2018-07-01,0,3,4,0
49191,20636,,2018-07-01,0,3,4,184
49613,21495,,2009-06-01,0,3,5,0
49613,21495,"Ankara, Turkey",2009-06-01,0,3,5,395
49693,3298,,2016-09-01,0,4,7,0
49693,3298,"Istanbul, Turkey",2016-09-01,0,4,7,699
49715,1643,"İstanbul, Türkiye",2015-12-01,0,2,5,0
49715,1643,"Istanbul, Turkey",2015-12-01,0,2,5,1127
50057,3298,"Istanbul, Turkey",2016-09-01,0,1,2,0
50057,3298,"İstanbul,Turkey",2016-09-01,0,1,2,852
50065,1480,,2018-09-01,0,2,5,0
50065,1480,"Istanbul, Turkey",2018-09-01,0,2,5,122
50105,1480,"Istanbul, Turkey",2018-09-01,0,2,5,0
50105,1480,,2018-09-01,0,2,5,122
50215,3298,,2014-09-01,0,5,6,0
50215,3298,"Istanbul, Turkey",2014-09-01,0,5,6,212
50219,2278,"Istanbul, Turkey",1995-09-01,0,1,3,0
50219,2278,,1995-09-01,0,1,3,1583
51077,3757,"Istanbul, Turkey",2019-07-01,1,1,2,0
51077,3757,,2019-07-01,1,1,2,-181
51143,1731,,2017-07-01,0,6,8,0
51143,1731,"Istanbul, Turkey",2017-07-01,0,6,8,549
51501,21880,"İstanbul, Türkiye",2013-07-01,0,2,4,0
51501,21880,Istanbul/Turkey,2013-07-01,0,2,4,153
51513,338,"Izmir, Turkey",2014-06-01,0,3,4,0
51513,338,"İzmir, Türkiye",2014-06-01,0,3,4,1675
51521,709,,2013-07-01,0,5,7,0
51521,709,"İstanbul, Türkiye",2013-07-01,0,5,7,518
51536,24160,"Istanbul, Turkey",2018-04-01,0,2,3,0
51536,24160,,2018-04-01,0,2,3,275
51667,1339,"Istanbul, Turkey",2011-02-01,0,1,2,0
51667,1339,,2011-02-01,0,1,2,2891
51668,744,Yenikoy Merkez Mahallesi Vatan Caddesi  KOU Teknopark No: 83/A-6 41275 Başiskele,2013-04-01,0,1,3,0
51668,744,"Kocaeli, Turkey",2013-04-01,0,1,3,2252
51679,35,"Istanbul, Turkey",2015-12-01,0,5,6,0
51679,35,"İstanbul, Türkiye",2015-12-01,0,5,6,1370
51691,14821,"İstanbul, Türkiye",2014-06-01,0,1,2,0
51691,14821,"Istanbul, Turkey",2014-06-01,0,1,2,1675
51704,942,,2015-03-01,0,4,5,0
51704,942,"İstanbul, Türkiye",2015-03-01,0,4,5,1402
51730,744,Yenikoy Merkez Mahallesi Vatan Caddesi  KOU Teknopark No: 83/A-6 41275 Başiskele,2013-04-01,0,1,3,0
51730,744,"Kocaeli, Turkey",2013-04-01,0,1,3,2252
51755,1339,"Istanbul, Turkey",2011-02-01,0,1,2,0
51755,1339,,2011-02-01,0,1,2,2891
51799,21880,Istanbul/Turkey,2013-07-01,0,2,4,0
51799,21880,"İstanbul, Türkiye",2013-07-01,0,2,4,153
51819,11499,,2017-10-01,0,4,6,0
51819,11499,"Kirklareli, Turkey",2017-10-01,0,4,6,457
51821,10706,"Istanbul, Turkey",2018-09-01,0,1,2,0
51821,10706,Türkiye,2018-09-01,0,1,2,122
51822,4700,"Istanbul, Turkey",2017-08-01,0,1,2,0
51822,4700,,2017-08-01,0,1,2,518
51863,6718,,2005-12-01,0,1,2,0
51863,6718,QUALITY ASSURANCE SUPERVISIOR,2005-12-01,0,1,2,4779
52036,439,"Kocaeli, Türkiye",2016-02-01,0,2,3,0
52036,439,,2016-02-01,0,2,3,1065
52052,850,"Istanbul, Turkey",2007-11-01,0,2,8,0
52052,850,Turkey,2007-11-01,0,2,8,1004
52061,4700,"Istanbul, Turkey",2017-08-01,0,1,2,0
52061,4700,,2017-08-01,0,1,2,518
52068,439,,2016-02-01,0,2,3,0
52068,439,"Kocaeli, Türkiye",2016-02-01,0,2,3,1065
52323,24298,,2016-09-01,0,3,4,0
52323,24298,"Istanbul, Turkey",2016-09-01,0,3,4,942
52379,23736,,2015-11-01,0,1,2,0
52379,23736,Ereğli,2015-11-01,0,1,2,1157
52572,740,Linux Sitem Uzmanı,2010-09-01,0,4,5,0
52572,740,,2010-09-01,0,4,5,1522
52574,2402,"Istanbul, Turkey",2016-01-01,0,2,3,0
52574,2402,,2016-01-01,0,2,3,1308
52668,1590,,2017-09-01,0,1,4,0
52668,1590,"Istanbul, Turkey",2017-09-01,0,1,4,518
52720,1339,,2011-02-01,0,1,2,0
52720,1339,"Istanbul, Turkey",2011-02-01,0,1,2,2891
52775,4059,,2018-07-01,0,3,4,0
52775,4059,"Bursa, Turkey",2018-07-01,0,3,4,184
52802,1756,"Istanbul, Turkey",2019-02-01,1,3,4,0
52802,1756,,2019-02-01,1,3,4,-31
52934,7396,Cut Section Analyst,2004-04-01,0,1,2,0
52934,7396,Türkiye,2004-04-01,0,1,2,5388
52954,441,"Istanbul, Turkey",2016-11-01,0,3,4,0
52954,441,Istanbul Turkey,2016-11-01,0,3,4,791
52974,839,"Ankara, Turkey",2014-11-01,0,7,8,0
52974,839,Ministry  Of Transport Maritime and Comminication,2014-11-01,0,7,8,1522
52987,1731,,2017-07-01,0,6,8,0
52987,1731,"Istanbul, Turkey",2017-07-01,0,6,8,549
53085,7396,Cut Section Analyst,2004-04-01,0,1,2,0
53085,7396,Türkiye,2004-04-01,0,1,2,5388
53174,1590,,2017-09-01,0,1,4,0
53174,1590,"Istanbul, Turkey",2017-09-01,0,1,4,518
53180,1339,,2011-02-01,0,1,2,0
53180,1339,"Istanbul, Turkey",2011-02-01,0,1,2,2891
53197,839,Ministry  Of Transport Maritime and Comminication,2014-11-01,0,7,8,0
53197,839,"Ankara, Turkey",2014-11-01,0,7,8,1522
53563,439,,2016-02-01,0,2,3,0
53563,439,"Kocaeli, Türkiye",2016-02-01,0,2,3,1065
53679,1858,"Tekirdag, Turkey",2019-04-01,1,3,4,0
53679,1858,,2019-04-01,1,3,4,-90
53888,740,İstanbul/Türkiye,2000-03-01,0,1,2,0
53888,740,"İstanbul, Türkiye",2000-03-01,0,1,2,6880
53893,7072,"Istanbul, Turkey",2011-11-01,0,2,3,0
53893,7072,Eaton Corporation,2011-11-01,0,2,3,2618
53958,7072,Eaton Corporation,2011-11-01,0,2,3,0
53958,7072,"Istanbul, Turkey",2011-11-01,0,2,3,2618
54015,740,"İstanbul, Türkiye",2000-03-01,0,1,2,0
54015,740,İstanbul/Türkiye,2000-03-01,0,1,2,6880
54082,439,"Kocaeli, Türkiye",2016-02-01,0,2,3,0
54082,439,,2016-02-01,0,2,3,1065
54914,3372,"İstanbul, Türkiye",2018-12-01,0,3,7,0
54914,3372,"Istanbul, Turkey",2018-12-01,0,3,7,31
54922,3372,"Istanbul, Turkey",2018-12-01,0,3,7,0
54922,3372,"İstanbul, Türkiye",2018-12-01,0,3,7,31
54968,24744,"Konya, Turkey",2019-04-01,1,2,3,0
54968,24744,,2019-04-01,1,2,3,-90
55024,24793,"Konya, Türkiye",2019-06-01,1,1,2,0
55024,24793,"Büyükkayacık Mah. 101. Cadde D BLOK 6/A, 42250 Selçuklu/Konya",2019-06-01,1,1,2,-151
55140,563,,2015-07-01,0,2,4,0
55140,563,"Ankara, Türkiye",2015-07-01,0,2,4,397
55143,2227,"Istanbul, Istanbul, Turkey",2019-06-01,1,3,5,0
55143,2227,United States,2019-06-01,1,3,5,-151
55348,23183,,2006-01-01,0,1,2,0
55348,23183,"Antalya, Turkey",2006-01-01,0,1,2,4748
55434,23183,,2006-01-01,0,1,2,0
55434,23183,"Antalya, Turkey",2006-01-01,0,1,2,4748
55441,23183,"Antalya, Turkey",2006-01-01,0,1,2,0
55441,23183,,2006-01-01,0,1,2,4748
55481,24989,,2016-11-01,0,1,2,0
55481,24989,"Ankara, Turkey",2016-11-01,0,1,2,791
55517,1681,"İstanbul, Türkiye",2017-03-01,0,1,2,0
55517,1681,,2017-03-01,0,1,2,671
55686,24989,"Ankara, Turkey",2016-11-01,0,1,2,0
55686,24989,,2016-11-01,0,1,2,791
55732,24989,"Ankara, Turkey",2016-11-01,0,1,2,0
55732,24989,,2016-11-01,0,1,2,791
55745,5965,,2017-09-01,0,3,4,0
55745,5965,"Ankara, Turkey",2017-09-01,0,3,4,487
55810,1096,"Arnavutköy, İstanbul, Türkiye",2018-10-01,0,2,3,0
55810,1096,İstanbul,2018-10-01,0,2,3,92
55866,25094,"Kocaeli, Türkiye",2012-12-01,0,1,2,0
55866,25094,,2012-12-01,0,1,2,2222
55908,5965,,2017-09-01,0,3,4,0
55908,5965,"Ankara, Turkey",2017-09-01,0,3,4,487
55922,25094,,2012-12-01,0,1,2,0
55922,25094,"Kocaeli, Türkiye",2012-12-01,0,1,2,2222
55961,740,"Erzurum, Türkiye",2014-06-01,0,2,4,0
55961,740,"Erzurum, Turkey",2014-06-01,0,2,4,1644
55961,268,,2018-12-01,0,2,4,0
55961,268,"Istanbul, Turkey",2018-12-01,0,2,4,31
56035,5965,"Ankara, Turkey",2017-09-01,0,3,4,0
56035,5965,,2017-09-01,0,3,4,487
56058,1362,,2019-12-01,1,2,3,0
56058,1362,"Malatya, Turkey",2019-12-01,1,2,3,-334
56207,1057,"İstanbul, Türkiye",2017-02-01,0,4,6,0
56207,1057,"Istanbul, Turkey",2017-02-01,0,4,6,911
56283,5965,"Ankara, Turkey",2017-09-01,0,3,4,0
56283,5965,,2017-09-01,0,3,4,487
56342,4983,,2017-09-01,0,1,2,0
56342,4983,"Yenimahalle, Ankara, Türkiye",2017-09-01,0,1,2,487
56381,25233,,2013-07-01,0,5,7,0
56381,25233,"Ankara, Türkiye",2013-07-01,0,5,7,153
56899,441,,2018-03-01,0,3,4,0
56899,441,"Istanbul, Turkey",2018-03-01,0,3,4,306
57048,14135,,2018-01-01,0,5,7,0
57048,14135,"Ankara, Turkey",2018-01-01,0,5,7,181
57073,3034,"Ankara, Türkiye",2019-01-01,1,3,4,0
57073,3034,"Ankara, Turkey",2019-01-01,1,3,4,0
57145,3034,"Ankara, Turkey",2019-01-01,1,3,4,0
57145,3034,"Ankara, Türkiye",2019-01-01,1,3,4,0
57486,4963,Merzifon,2009-09-01,0,4,5,0
57486,4963,,2009-09-01,0,4,5,3409
57552,4963,Merzifon,2009-09-01,0,4,5,0
57552,4963,,2009-09-01,0,4,5,3409
57739,88,"Ankara, Turkey",2012-06-01,0,2,6,0
57739,88,,2012-06-01,0,2,6,579
57760,88,"Ankara, Turkey",2012-06-01,0,2,6,0
57760,88,,2012-06-01,0,2,6,579
57784,88,,2012-06-01,0,2,6,0
57784,88,"Ankara, Turkey",2012-06-01,0,2,6,579
57804,314,"Istanbul, Turkey",2017-09-01,0,2,3,0
57804,314,,2017-09-01,0,2,3,487
57916,6514,Antalya - Turkey,2019-04-01,1,2,3,0
57916,6514,"Antalya, Turkey",2019-04-01,1,2,3,-90
57954,7117,,2018-11-01,0,4,5,0
57954,7117,Turkey,2018-11-01,0,4,5,61
57985,314,"Istanbul, Turkey",2017-09-01,0,2,3,0
57985,314,,2017-09-01,0,2,3,487
57990,6514,"Antalya, Turkey",2019-04-01,1,2,3,0
57990,6514,Antalya - Turkey,2019-04-01,1,2,3,-90
58004,7117,,2018-11-01,0,4,5,0
58004,7117,Turkey,2018-11-01,0,4,5,61
58175,749,"Istanbul, Turkey",2000-12-01,0,1,3,0
58175,749,,2000-12-01,0,1,3,6087
58212,1411,"Istanbul, Turkey",2014-05-01,0,6,7,0
58212,1411,,2014-05-01,0,6,7,1492
58226,14188,"Odunpazarı, Eskişehir, Türkiye",2018-04-01,0,3,4,0
58226,14188,,2018-04-01,0,3,4,275
58527,806,,2010-06-01,0,3,6,0
58527,806,"Izmir, Turkey",2010-06-01,0,3,6,426
58922,5809,,2017-10-01,0,1,2,0
58922,5809,"Izmir, Turkey",2017-10-01,0,1,2,457
58949,1926,"İzmir, Türkiye",2012-08-01,0,1,4,0
58949,1926,İzmir,2012-08-01,0,1,4,1826
59074,740,,2012-02-01,0,5,6,0
59074,740,ISTANBUL,2012-02-01,0,5,6,2008
59115,740,,2012-02-01,0,5,6,0
59115,740,ISTANBUL,2012-02-01,0,5,6,2008
59358,740,,2012-02-01,0,5,6,0
59358,740,ISTANBUL,2012-02-01,0,5,6,2008
59487,22234,"Alexandria, Egypt",2018-01-01,0,1,2,0
59487,22234,"Izmir, Turkey",2018-01-01,0,1,2,365
59504,740,,2012-02-01,0,5,6,0
59504,740,ISTANBUL,2012-02-01,0,5,6,2008
59565,7895,,2011-12-01,0,1,2,0
59565,7895,"Çankaya, Ankara, Türkiye",2011-12-01,0,1,2,2588
59588,7895,,2011-12-01,0,1,2,0
59588,7895,"Çankaya, Ankara, Türkiye",2011-12-01,0,1,2,2588
60049,15336,,2017-08-01,0,4,5,0
60049,15336,"Ankara, Turkey",2017-08-01,0,4,5,518
60275,14135,,2018-01-01,0,5,7,0
60275,14135,"Ankara, Turkey",2018-01-01,0,5,7,181
60701,1562,"Ankara, Turkey",2010-10-01,0,1,2,0
60701,1562,,2010-10-01,0,1,2,3014
60770,4963,Merzifon,2017-02-01,0,5,7,0
60770,4963,"Amasya, Turkey",2017-02-01,0,5,7,789
60888,924,"Ankara, Turkey",2010-03-01,0,1,4,0
60888,924,"Ankara, Türkiye",2010-03-01,0,1,4,1461
61067,1562,"Istanbul, Turkey",2009-02-01,0,6,8,0
61067,1562,"İstanbul, Türkiye",2009-02-01,0,6,8,0
61080,26,"Istanbul, Turkey",2011-09-01,0,4,6,0
61080,26,,2011-09-01,0,4,6,519
61175,26,,2011-09-01,0,4,6,0
61175,26,"Istanbul, Turkey",2011-09-01,0,4,6,519
61185,1562,"İstanbul, Türkiye",2009-02-01,0,6,8,0
61185,1562,"Istanbul, Turkey",2009-02-01,0,6,8,3621
61244,518,"Ankara, Turkey",2015-08-01,0,4,5,0
61244,518,Aselsan MGEO,2015-08-01,0,4,5,1249
61431,41,"Ankara, Turkey",2018-03-01,0,3,6,0
61431,41,"Ankara, Türkiye",2018-03-01,0,3,6,306
61641,518,"Ankara, Turkey",2015-08-01,0,4,5,0
61641,518,Aselsan MGEO,2015-08-01,0,4,5,1249
61696,41,"Ankara, Turkey",2018-03-01,0,3,6,0
61696,41,"Ankara, Türkiye",2018-03-01,0,3,6,306
61957,1562,"İstanbul, Türkiye",2009-02-01,0,6,8,0
61957,1562,"Istanbul, Turkey",2009-02-01,0,6,8,0
62028,1562,"Istanbul, Turkey",2009-02-01,0,6,8,0
62028,1562,"İstanbul, Türkiye",2009-02-01,0,6,8,3621
62155,2381,,2018-02-01,0,5,7,0
62155,2381,"Istanbul, Turkey",2018-02-01,0,5,7,485
62160,5178,"İstanbul, Türkiye",2015-08-01,0,2,4,0
62160,5178,İstanbul Türkiye,2015-08-01,0,2,4,1249
62214,2402,"Istanbul, Turkey",2016-01-01,0,2,3,0
62214,2402,,2016-01-01,0,2,3,1308
62253,6773,Adapazarı,1993-09-01,0,1,2,0
62253,6773,"Sakarya, Turkey",1993-09-01,0,1,2,9253
62459,6474,"Istanbul, Turkey",2018-09-01,0,5,6,0
62459,6474,,2018-09-01,0,5,6,0
62654,5178,İstanbul Türkiye,2015-08-01,0,2,4,0
62654,5178,"İstanbul, Türkiye",2015-08-01,0,2,4,1249
62673,6474,,2018-09-01,0,5,6,0
62673,6474,"Istanbul, Turkey",2018-09-01,0,5,6,153
62702,5178,"İstanbul, Türkiye",2015-08-01,0,2,4,0
62702,5178,İstanbul Türkiye,2015-08-01,0,2,4,1249
62718,6773,Adapazarı,1993-09-01,0,1,2,0
62718,6773,"Sakarya, Turkey",1993-09-01,0,1,2,9253
62722,6474,"Istanbul, Turkey",2018-09-01,0,5,6,0
62722,6474,,2018-09-01,0,5,6,153
62724,6474,"Istanbul, Turkey",2018-09-01,0,5,6,0
62724,6474,,2018-09-01,0,5,6,0
62751,850,"Maltepe, İstanbul",2016-12-01,0,4,5,0
62751,850,,2016-12-01,0,4,5,1095
63105,5509,"Istanbul, Turkey",2014-06-01,0,11,12,0
63105,5509,"Barcelona Area, Spain",2014-06-01,0,11,12,334
63110,23,"Ankara, Turkey",2017-02-01,0,1,2,0
63110,23,Ankara,2017-02-01,0,1,2,699
63175,2765,"İstanbul, Türkiye",2016-03-01,0,3,4,0
63175,2765,,2016-03-01,0,3,4,1036
63204,439,,1996-01-01,0,2,3,0
63204,439,"Istanbul, Turkey",1996-01-01,0,2,3,60
63223,439,,1996-01-01,0,2,3,0
63223,439,"Istanbul, Turkey",1996-01-01,0,2,3,60
63285,5367,,2010-02-01,0,5,7,0
63285,14310,"Istanbul, Turkey",2010-02-01,0,5,7,0
63285,5367,"Istanbul, Turkey",2010-02-01,0,5,7,0
63285,14310,,2010-02-01,0,5,7,699
63434,2765,"İstanbul, Türkiye",2016-03-01,0,3,4,0
63434,2765,,2016-03-01,0,3,4,1036
63462,5509,"Barcelona Area, Spain",2014-06-01,0,11,12,0
63462,5509,"Istanbul, Turkey",2014-06-01,0,11,12,334
63464,5509,"Istanbul, Turkey",2014-06-01,0,11,12,0
63464,5509,"Barcelona Area, Spain",2014-06-01,0,11,12,334
63465,5509,"Barcelona Area, Spain",2014-06-01,0,11,12,0
63465,5509,"Istanbul, Turkey",2014-06-01,0,11,12,334
63571,23,"Ankara, Turkey",2017-02-01,0,1,2,0
63571,23,Ankara,2017-02-01,0,1,2,699
63587,978,Yetkili,2015-02-01,0,2,3,0
63587,978,,2015-02-01,0,2,3,1430
63610,2765,"İstanbul, Türkiye",2016-03-01,0,3,4,0
63610,2765,,2016-03-01,0,3,4,1036
63621,7072,Eaton Corporation,2011-11-01,0,2,3,0
63621,7072,"Istanbul, Turkey",2011-11-01,0,2,3,2618
63649,7072,"Istanbul, Turkey",2011-11-01,0,2,3,0
63649,7072,Eaton Corporation,2011-11-01,0,2,3,2618
63710,978,Yetkili,2015-02-01,0,2,3,0
63710,978,,2015-02-01,0,2,3,1430
63717,2765,"İstanbul, Türkiye",2016-03-01,0,3,4,0
63717,2765,,2016-03-01,0,3,4,1036
63783,8248,"Antalya, Türkiye",2015-02-01,0,1,2,0
63783,8248,,2015-02-01,0,1,2,1430
63870,4209,,2016-10-01,0,1,2,0
63870,4209,"Ankara, Turkey",2016-10-01,0,1,2,822
63950,314,"İstanbul, Türkiye",2012-02-01,0,3,4,0
63950,314,"Istanbul, Turkey",2012-02-01,0,3,4,2526
63974,3599,,2011-11-01,0,1,2,0
63974,3599,"Samsun, Türkiye",2011-11-01,0,1,2,2618
63979,314,"İstanbul, Türkiye",2012-02-01,0,3,4,0
63979,314,"Istanbul, Turkey",2012-02-01,0,3,4,2526
63984,305,"Istanbul, Turkey",2015-02-01,0,3,4,0
63984,305,,2015-02-01,0,3,4,1034
64022,3599,"Samsun, Türkiye",2011-11-01,0,1,2,0
64022,3599,,2011-11-01,0,1,2,2618
64189,22347,"Istanbul, Turkey",2018-06-01,0,2,3,0
64189,22347,,2018-06-01,0,2,3,214
64232,17195,,2014-09-01,0,4,5,0
64232,17195,Turkey,2014-09-01,0,4,5,822
64337,856,"Sivas, Turkey",2011-11-01,0,5,11,0
64337,856,,2011-11-01,0,5,11,1735
64413,856,,2011-11-01,0,4,7,0
64413,856,"Sivas, Turkey",2011-11-01,0,4,7,1735
64517,6474,"Istanbul, Turkey",2018-09-01,0,5,6,0
64517,6474,,2018-09-01,0,5,6,153
64531,2750,"İstanbul, Türkiye",2012-01-01,0,4,27,0
64531,2750,"Istanbul, Turkey",2012-01-01,0,4,27,397
64531,2750,"İstanbul, Türkiye",2017-03-01,0,4,27,0
64531,2750,"Istanbul, Turkey",2017-03-01,0,4,27,31
64561,856,,2011-11-01,0,5,11,0
64561,856,"Sivas, Turkey",2011-11-01,0,5,11,1735
64599,2750,"İstanbul, Türkiye",2012-01-01,0,4,27,0
64599,2750,"Istanbul, Turkey",2012-01-01,0,4,27,397
64599,2750,"İstanbul, Türkiye",2017-03-01,0,4,27,0
64599,2750,"Istanbul, Turkey",2017-03-01,0,4,27,31
64622,856,,2011-11-01,0,4,7,0
64622,856,"Sivas, Turkey",2011-11-01,0,4,7,1735
64624,6474,"Istanbul, Turkey",2018-09-01,0,4,5,0
64624,6474,,2018-09-01,0,4,5,122
64774,709,"Istanbul, Turkey",2015-08-01,0,3,5,0
64774,709,İstanbul,2015-08-01,0,3,5,61
64844,6474,,2018-09-01,0,5,6,0
64844,6474,"Istanbul, Turkey",2018-09-01,0,5,6,0
64850,856,"Sivas, Turkey",2011-11-01,0,4,7,0
64850,856,,2011-11-01,0,4,7,1735
64895,709,"Istanbul, Turkey",2015-08-01,0,3,5,0
64895,709,İstanbul,2015-08-01,0,3,5,61
