user_id,language,proficiency
30230,tur,native_or_bilingual
30233,tur,
30233,lehçe,
30233,eng,
30235,tur,native_or_bilingual
30235,eng,
30236,tur,native_or_bilingual
30236,eng,full_professional
30236,deu,elementary
30236,rus,limited_working
30237,tur,native_or_bilingual
30237,eng,full_professional
30238,deu,limited_working
30238,tur,native_or_bilingual
30238,eng,native_or_bilingual
30239,tur,native_or_bilingual
30239,eng,professional_working
30239,lehçe,elementary
30239,deu,elementary
30240,tur,native_or_bilingual
30240,eng,native_or_bilingual
30241,tur,
30241,eng,
30242,tur,
30242,eng,
30245,eng,professional_working
30247,eng,professional_working
30248,eng,full_professional
30248,tur,native_or_bilingual
30249,tur,native_or_bilingual
30249,eng,professional_working
30250,eng,full_professional
30250,deu,limited_working
30250,tur,native_or_bilingual
30252,eng,native_or_bilingual
30252,日本の,elementary
30254,eng,native_or_bilingual
30254,deu,elementary
30254,tur,native_or_bilingual
30255,tur,native_or_bilingual
30255,eng,professional_working
30255,deu,elementary
30256,tur,native_or_bilingual
30256,eng,professional_working
30256,fra,elementary
30256,deu,elementary
30257,i̇ngi̇li̇zce,professional_working
30259,eng,professional_working
30260,eng,professional_working
30260,deu,limited_working
30260,tur,native_or_bilingual
30261,eng,full_professional
30261,tur,native_or_bilingual
30262,tur,native_or_bilingual
30262,eng,native_or_bilingual
30262,deu,elementary
30263,tur,native_or_bilingual
30263,eng,native_or_bilingual
30263,boşnakça,limited_working
30263,deu,elementary
30264,tur,native_or_bilingual
30264,eng,professional_working
30265,eng,full_professional
30265,tur,native_or_bilingual
30266,tur,
30266,eng,
30267,eng,full_professional
30267,tur,native_or_bilingual
30269,tur,native_or_bilingual
30269,eng,full_professional
30269,i̇talyanca,elementary
30270,tur,native_or_bilingual
30270,eng,professional_working
30272,tur,native_or_bilingual
30272,eng,professional_working
30273,tur,native_or_bilingual
30273,kur,native_or_bilingual
30273,eng,full_professional
30273,deu,professional_working
30273,farsça,limited_working
30273,ara,elementary
30275,eng,professional_working
30275,tur,native_or_bilingual
30275,deu,elementary
30276,tur,native_or_bilingual
30276,eng,professional_working
30279,eng,professional_working
30279,fra,limited_working
30279,tur,native_or_bilingual
30279,swedish,elementary
30281,tur,
30281,eng,
30283,tur,native_or_bilingual
30283,eng,professional_working
30284,eng,professional_working
30284,i̇spanyolca,elementary
30284,tur,native_or_bilingual
30285,eng,full_professional
30285,tur,native_or_bilingual
30286,tur,
30286,eng,
30288,tur,
30288,eng,professional_working
30288,deu,elementary
30290,tur,native_or_bilingual
30290,eng,native_or_bilingual
30290,deu,elementary
30291,eng,full_professional
30292,tur,native_or_bilingual
30292,eng,professional_working
30293,eng,limited_working
30295,eng,full_professional
30295,tur,native_or_bilingual
30295,deu,elementary
30296,tur,native_or_bilingual
30296,eng,professional_working
30297,eng,professional_working
30297,tur,native_or_bilingual
30297,deu,elementary
30298,eng,professional_working
30298,tur,native_or_bilingual
30300,eng,professional_working
30300,deu,elementary
30301,eng,full_professional
30301,deu,elementary
30301,tur,native_or_bilingual
30303,eng,full_professional
30304,eng,full_professional
30304,deu,limited_working
30305,tur,native_or_bilingual
30305,eng,full_professional
30307,deu,professional_working
30307,tur,native_or_bilingual
30307,eng,professional_working
30308,tur,native_or_bilingual
30308,eng,full_professional
30309,eng,full_professional
30310,tur,native_or_bilingual
30310,eng,professional_working
30310,deu,elementary
30311,eng,
30311,deu,
30311,rus,
30311,tur,
30312,i̇talyanca,elementary
30312,eng,full_professional
30312,tur,native_or_bilingual
30313,özbekçe,native_or_bilingual
30313,ara,professional_working
30313,eng,professional_working
30313,tur,native_or_bilingual
30314,eng,professional_working
30318,eng,professional_working
30318,tur,native_or_bilingual
30319,eng,professional_working
30320,tur,native_or_bilingual
30320,eng,native_or_bilingual
30320,deu,limited_working
30321,eng,professional_working
30321,tur,native_or_bilingual
30322,eng,full_professional
30322,deu,limited_working
30322,tur,native_or_bilingual
30325,tur,native_or_bilingual
30325,eng,professional_working
30325,deu,elementary
30326,eng,professional_working
30326,fra,elementary
30326,deu,elementary
30327,tur,native_or_bilingual
30327,eng,full_professional
30327,deu,elementary
30329,tur,native_or_bilingual
30329,eng,native_or_bilingual
30329,deu,elementary
30329,rus,elementary
30331,eng,full_professional
30333,eng,professional_working
30333,deu,elementary
30335,eng,professional_working
30335,deu,elementary
30335,spa,elementary
30337,eng,full_professional
30337,tur,native_or_bilingual
30339,eng,professional_working
30339,tur,native_or_bilingual
30340,tur,
30340,eng,full_professional
30340,tatarca,native_or_bilingual
30341,eng,full_professional
30343,tur,native_or_bilingual
30343,eng,professional_working
30343,deu,elementary
30346,eng,professional_working
30346,deu,elementary
30346,tur,native_or_bilingual
30347,tur,native_or_bilingual
30347,eng,professional_working
30348,eng,
30348,tur,
30348,azerbaijani,
30348,persian,
30349,tur,native_or_bilingual
30349,eng,professional_working
30355,tur,native_or_bilingual
30355,eng,professional_working
30356,eng,full_professional
30356,tur,native_or_bilingual
30358,eng,professional_working
30358,fra,elementary
30362,eng,limited_working
30363,eng,professional_working
30363,tur,native_or_bilingual
30364,tur,native_or_bilingual
30364,eng,professional_working
30364,deu,elementary
30366,tur,native_or_bilingual
30366,eng,full_professional
30366,deu,professional_working
30367,eng,full_professional
30368,tur,native_or_bilingual
30368,eng,
30369,tur,native_or_bilingual
30369,eng,professional_working
30371,tur,native_or_bilingual
30371,eng,professional_working
30372,tur,native_or_bilingual
30372,eng,full_professional
30372,ara,elementary
30374,eng,professional_working
30374,tur,native_or_bilingual
30377,tur,native_or_bilingual
30377,eng,professional_working
30380,eng,professional_working
30380,tur,native_or_bilingual
30380,deu,limited_working
30383,tur,native_or_bilingual
30383,eng,professional_working
30384,tur,native_or_bilingual
30384,eng,full_professional
30386,eng,professional_working
30387,tur,native_or_bilingual
30387,eng,professional_working
30393,eng,professional_working
30395,eng,professional_working
30397,tur,native_or_bilingual
30397,eng,professional_working
30399,eng,professional_working
30401,tur,native_or_bilingual
30401,eng,professional_working
30401,deu,elementary
30402,tur,native_or_bilingual
30402,eng,professional_working
30403,eng,professional_working
30403,deu,elementary
30406,eng,full_professional
30407,eng,professional_working
30407,tur,native_or_bilingual
30407,deu,elementary
30409,tur,native_or_bilingual
30409,eng,professional_working
30409,deu,elementary
30410,eng,professional_working
30410,deu,limited_working
30412,tur,native_or_bilingual
30412,eng,professional_working
30412,deu,elementary
30413,eng,professional_working
30413,tur,native_or_bilingual
30414,eng,
30417,eng,professional_working
30418,tur,native_or_bilingual
30418,eng,professional_working
30418,i̇spanyolca,elementary
30419,eng,professional_working
30419,tur,native_or_bilingual
30424,tur,native_or_bilingual
30424,eng,professional_working
30426,eng,full_professional
30426,rus,elementary
30427,eng,professional_working
30427,tur,native_or_bilingual
30428,eng,professional_working
30428,fra,elementary
30428,tur,native_or_bilingual
30429,eng,professional_working
30430,eng,full_professional
30430,spa,elementary
30432,eng,professional_working
30432,tur,native_or_bilingual
30433,tur,native_or_bilingual
30433,eng,professional_working
30434,eng,professional_working
30434,tur,native_or_bilingual
30435,tur,
30435,eng,
30436,tur,native_or_bilingual
30436,eng,professional_working
30436,deu,professional_working
30436,fra,elementary
30438,eng,
30440,eng,professional_working
30440,deu,elementary
30441,eng,professional_working
30441,deu,elementary
30441,tur,native_or_bilingual
30442,tur,native_or_bilingual
30442,eng,professional_working
30443,tur,native_or_bilingual
30443,dutch,professional_working
30443,eng,full_professional
30445,eng,limited_working
30445,tur,native_or_bilingual
30446,eng,professional_working
30447,eng,professional_working
30449,eng,full_professional
30449,tur,native_or_bilingual
30455,deu,limited_working
30455,eng,professional_working
30456,eng,native_or_bilingual
30456,i̇talyanca,native_or_bilingual
30457,eng,professional_working
30457,deu,limited_working
30457,tur,native_or_bilingual
30459,tur,native_or_bilingual
30459,eng,full_professional
30460,i̇talyanca,elementary
30460,eng,professional_working
30460,deu,elementary
30460,tur,native_or_bilingual
30461,eng,full_professional
30461,tur,native_or_bilingual
30464,eng,professional_working
30464,deu,professional_working
30464,spa,elementary
30466,eng,full_professional
30467,tur,native_or_bilingual
30467,eng,professional_working
30467,español,elementary
30467,por,elementary
30469,zho,limited_working
30469,eng,full_professional
30469,tur,native_or_bilingual
30470,eng,native_or_bilingual
30470,tur,native_or_bilingual
30470,bahasa indonesia,native_or_bilingual
30470,bahasa melayu,professional_working
30470,basa sunda,native_or_bilingual
30470,اللغة العربية,limited_working
30470,deutsch,elementary
30475,eng,professional_working
30476,tur,native_or_bilingual
30476,eng,professional_working
30477,eng,professional_working
30478,eng,professional_working
30478,deu,professional_working
30478,spa,elementary
30479,tur,native_or_bilingual
30479,eng,professional_working
30480,eng,full_professional
30483,deutsch,full_professional
30483,englisch,professional_working
30483,türkisch,native_or_bilingual
30485,tur,native_or_bilingual
30485,deu,full_professional
30485,eng,full_professional
30486,eng,full_professional
30486,fra,full_professional
30486,i̇talyanca,elementary
30486,i̇spanyolca,elementary
30487,eng,full_professional
30487,tur,native_or_bilingual
30487,deu,elementary
30487,rus,limited_working
30488,eng,native_or_bilingual
30488,deu,elementary
30489,eng,professional_working
30491,eng,
30494,eng,full_professional
30494,ita,
30495,eng,professional_working
30496,eng,native_or_bilingual
30497,ita,elementary
30497,fra,limited_working
30497,eng,full_professional
30497,tur,native_or_bilingual
30497,deu,native_or_bilingual
30498,tur,native_or_bilingual
30498,eng,full_professional
30499,eng,full_professional
30502,tur,native_or_bilingual
30502,eng,full_professional
30503,tur,native_or_bilingual
30503,eng,full_professional
30503,deu,elementary
30504,eng,professional_working
30504,deu,elementary
30504,rus,elementary
30506,eng,professional_working
30507,eng,
30507,deu,
30508,tur,native_or_bilingual
30508,eng,professional_working
30509,eng,professional_working
30509,deu,elementary
30511,tur,native_or_bilingual
30511,eng,full_professional
30511,deu,elementary
30513,jpn,elementary
30513,eng,professional_working
30514,eng,professional_working
30514,ita,limited_working
30519,eng,professional_working
30519,deu,elementary
30520,eng,full_professional
30520,rus,elementary
30521,eng,full_professional
30525,ara,
30525,eng,
30525,tur,native_or_bilingual
30526,eng,full_professional
30526,deu,limited_working
30527,tur,native_or_bilingual
30527,eng,professional_working
30528,tur,native_or_bilingual
30528,eng,professional_working
30531,eng,full_professional
30532,zho,limited_working
30532,eng,full_professional
30532,tur,native_or_bilingual
30533,eng,
30535,tur,native_or_bilingual
30535,eng,professional_working
30535,rus,elementary
30535,deu,elementary
30536,tur,
30536,eng,
30537,tur,native_or_bilingual
30537,eng,professional_working
30537,tur,elementary
30538,eng,professional_working
30538,deu,elementary
30540,tur,native_or_bilingual
30540,eng,
30541,tur,native_or_bilingual
30541,eng,professional_working
30542,tur,native_or_bilingual
30542,eng,professional_working
30542,deu,elementary
30543,tur,
30543,eng,
30543,deu,
30545,eng,limited_working
30546,tur,native_or_bilingual
30546,eng,professional_working
30546,deu,elementary
30547,tur,native_or_bilingual
30547,eng,full_professional
30547,ita,elementary
30547,deu,elementary
30549,eng,professional_working
30550,eng,native_or_bilingual
30550,deu,elementary
30552,eng,
30553,eng,full_professional
30556,tur,native_or_bilingual
30556,eng,professional_working
30557,eng,professional_working
30557,deu,elementary
30558,fra,
30558,eng,
30558,ita,
30559,tur,
30559,eng,
30559,ara,limited_working
30559,rus,elementary
30560,deu,elementary
30560,eng,professional_working
30563,eng,full_professional
30563,rus,elementary
30563,tur,native_or_bilingual
30565,tur,native_or_bilingual
30565,eng,
30566,eng,
30567,tur,native_or_bilingual
30567,eng,full_professional
30571,tur,native_or_bilingual
30571,eng,limited_working
30572,tur,
30572,eng,
30573,tur,native_or_bilingual
30573,eng,full_professional
30575,tur,native_or_bilingual
30575,eng,professional_working
30576,tur,native_or_bilingual
30576,eng,full_professional
30576,rus,limited_working
30578,eng,full_professional
30582,tur,native_or_bilingual
30582,eng,professional_working
30585,eng,full_professional
30585,deu,limited_working
30585,tur,native_or_bilingual
30588,eng,full_professional
30588,spa,elementary
30589,eng,
30591,eng,professional_working
30591,deu,elementary
30591,tur,native_or_bilingual
30592,tur,native_or_bilingual
30592,eng,professional_working
30594,eng,professional_working
30594,deu,professional_working
30594,tur,native_or_bilingual
30595,eng,
30596,eng,
30597,tur,native_or_bilingual
30597,eng,professional_working
30597,deu,elementary
30598,eng,full_professional
30599,tur,native_or_bilingual
30599,eng,full_professional
30601,tur,native_or_bilingual
30601,eng,professional_working
30601,deu,elementary
30602,eng,
30602,deu,
30605,tur,native_or_bilingual
30605,eng,professional_working
30613,tur,native_or_bilingual
30613,eng,professional_working
30613,deu,elementary
30617,eng,
30624,eng,
30624,deu,
30629,eng,professional_working
30629,tur,native_or_bilingual
30630,eng,
30631,eng,
30632,tur,native_or_bilingual
30632,eng,professional_working
30634,tur,native_or_bilingual
30634,eng,professional_working
30636,eng,professional_working
30636,fra,elementary
30637,tur,
30637,eng,
30637,deu,
30638,eng,professional_working
30638,deu,limited_working
30641,eng,professional_working
30644,eng,full_professional
30644,tur,native_or_bilingual
30649,tur,native_or_bilingual
30649,eng,native_or_bilingual
30649,deu,elementary
30651,ara,native_or_bilingual
30651,eng,full_professional
30651,tur,native_or_bilingual
30651,deu,elementary
30653,eng,
30654,tur,native_or_bilingual
30654,eng,full_professional
30654,deu,elementary
30654,ita,elementary
30655,eng,professional_working
30655,deu,limited_working
30656,spa,elementary
30656,fra,professional_working
30656,tur,native_or_bilingual
30656,eng,native_or_bilingual
30657,eng,full_professional
30657,rus,elementary
30658,tur,native_or_bilingual
30658,eng,professional_working
30658,español,elementary
30658,por,elementary
30661,tur,native_or_bilingual
30661,eng,professional_working
30661,fra,elementary
30667,eng,professional_working
30667,deu,elementary
30667,tur,native_or_bilingual
30670,eng,full_professional
30670,tur,native_or_bilingual
30672,tur,native_or_bilingual
30672,eng,full_professional
30673,eng,
30674,eng,professional_working
30680,eng,professional_working
30680,deu,limited_working
30681,tur,native_or_bilingual
30681,eng,professional_working
30682,eng,
30684,eng,full_professional
30690,eng,professional_working
30690,deu,professional_working
30690,tur,native_or_bilingual
30692,eng,native_or_bilingual
30692,tur,native_or_bilingual
30692,bahasa indonesia,native_or_bilingual
30692,bahasa melayu,professional_working
30692,basa sunda,native_or_bilingual
30692,اللغة العربية,limited_working
30692,deutsch,elementary
30693,eng,full_professional
30694,eng,full_professional
30694,tur,native_or_bilingual
30696,deu,
30696,eng,full_professional
30700,eng,full_professional
30701,eng,full_professional
30701,fra,elementary
30702,eng,
30704,eng,professional_working
30704,tur,native_or_bilingual
30705,tur,native_or_bilingual
30705,eng,full_professional
30705,deu,elementary
30705,ita,elementary
30709,tur,native_or_bilingual
30709,eng,full_professional
30710,tur,native_or_bilingual
30710,eng,full_professional
30711,tur,native_or_bilingual
30711,eng,full_professional
30711,deu,elementary
30711,ita,elementary
30712,spa,elementary
30712,fra,professional_working
30712,tur,native_or_bilingual
30712,eng,native_or_bilingual
30714,tur,native_or_bilingual
30714,eng,full_professional
30714,rus,limited_working
30715,spa,elementary
30715,fra,professional_working
30715,tur,native_or_bilingual
30715,eng,native_or_bilingual
30716,eng,full_professional
30717,eng,native_or_bilingual
30717,tur,native_or_bilingual
30717,bahasa indonesia,native_or_bilingual
30717,bahasa melayu,professional_working
30717,basa sunda,native_or_bilingual
30717,اللغة العربية,limited_working
30717,deutsch,elementary
30718,tur,native_or_bilingual
30718,eng,full_professional
30718,rus,limited_working
30720,tur,native_or_bilingual
30720,eng,professional_working
30720,español,elementary
30720,por,elementary
30721,tur,native_or_bilingual
30721,eng,full_professional
30721,deu,elementary
30721,ita,elementary
30722,eng,professional_working
30722,tur,native_or_bilingual
30723,spa,elementary
30723,fra,professional_working
30723,tur,native_or_bilingual
30723,eng,native_or_bilingual
30724,eng,full_professional
30725,tur,native_or_bilingual
30725,eng,full_professional
30725,deu,limited_working
30726,eng,professional_working
30726,i̇spanyolca,elementary
30727,eng,professional_working
30727,i̇talyanca,elementary
30727,deu,elementary
30728,fra,elementary
30728,eng,professional_working
30729,eng,full_professional
30729,tur,native_or_bilingual
30729,fra,elementary
30730,eng,professional_working
30730,deu,limited_working
30730,tur,native_or_bilingual
30731,deu,professional_working
30731,eng,professional_working
30731,tur,native_or_bilingual
30732,eng,full_professional
30734,eng,professional_working
30734,spa,elementary
30734,tur,native_or_bilingual
30737,tur,native_or_bilingual
30737,eng,professional_working
30737,deu,elementary
30738,tur,native_or_bilingual
30738,eng,native_or_bilingual
30738,deu,elementary
30738,özbekçe,native_or_bilingual
30739,eng,full_professional
30739,polish,elementary
30739,tur,native_or_bilingual
30742,eng,full_professional
30742,deu,elementary
30742,ita,elementary
30743,tur,native_or_bilingual
30743,eng,full_professional
30745,tur,native_or_bilingual
30745,eng,professional_working
30746,eng,professional_working
30746,i̇talyanca,professional_working
30746,deu,limited_working
30746,fra,elementary
30749,eng,professional_working
30751,tur,native_or_bilingual
30751,eng,professional_working
30755,eng,professional_working
30755,zho,limited_working
30755,deu,elementary
30756,eng,full_professional
30756,spa,limited_working
30757,eng,professional_working
30758,eng,professional_working
30758,tur,native_or_bilingual
30760,eng,full_professional
30760,tur,
30761,tur,native_or_bilingual
30761,eng,full_professional
30763,eng,professional_working
30764,eng,professional_working
30766,tur,native_or_bilingual
30766,eng,full_professional
30766,deu,elementary
30767,eng,professional_working
30767,tur,native_or_bilingual
30768,tur,native_or_bilingual
30768,eng,full_professional
30768,deu,limited_working
30769,tur,native_or_bilingual
30769,eng,full_professional
30769,fra,elementary
30771,eng,native_or_bilingual
30771,tur,native_or_bilingual
30773,tur,native_or_bilingual
30773,eng,professional_working
30773,deu,elementary
30774,eng,
30776,eng,professional_working
30777,eng,professional_working
30777,tur,native_or_bilingual
30778,tur,native_or_bilingual
30778,eng,full_professional
30779,tur,native_or_bilingual
30779,eng,full_professional
30781,eng,full_professional
30781,tur,native_or_bilingual
30782,tur,native_or_bilingual
30782,eng,professional_working
30783,eng,
30784,deu,limited_working
30784,tur,native_or_bilingual
30784,eng,professional_working
30784,tur,elementary
30785,eng,native_or_bilingual
30785,deu,limited_working
30785,tur,native_or_bilingual
30786,eng,full_professional
30786,tur,
30790,tur,native_or_bilingual
30790,eng,professional_working
30790,ita,elementary
30791,eng,
30792,tur,native_or_bilingual
30792,eng,professional_working
30793,eng,
30793,deu,
30795,tur,
30795,eng,
30796,tur,native_or_bilingual
30796,eng,full_professional
30796,deu,elementary
30797,eng,professional_working
30797,tur,native_or_bilingual
30797,deu,elementary
30798,tur,native_or_bilingual
30798,eng,professional_working
30800,eng,
30800,spa,elementary
30801,tur,native_or_bilingual
30801,eng,full_professional
30802,eng,
30803,tur,native_or_bilingual
30803,eng,full_professional
30803,deu,limited_working
30804,eng,full_professional
30807,eng,professional_working
30807,deu,elementary
30807,tur,native_or_bilingual
30807,i̇spanyolca,limited_working
30808,tur,
30808,eng,
30809,eng,full_professional
30809,deu,limited_working
30812,eng,professional_working
30812,tur,native_or_bilingual
30813,eng,full_professional
30813,tur,native_or_bilingual
30813,fra,elementary
30813,i̇spanyolca,elementary
30815,tur,native_or_bilingual
30815,eng,full_professional
30817,eng,professional_working
30817,tur,native_or_bilingual
30818,rus,elementary
30818,eng,professional_working
30818,tur,native_or_bilingual
30819,eng,full_professional
30819,polish,elementary
30819,tur,native_or_bilingual
30820,eng,professional_working
30820,deu,limited_working
30821,tur,
30821,eng,
30821,deu,
30823,tur,native_or_bilingual
30823,eng,professional_working
30824,eng,professional_working
30824,deu,elementary
30824,i̇spanyolca,elementary
30826,eng,full_professional
30826,deu,elementary
30827,tur,native_or_bilingual
30827,eng,professional_working
30828,eng,
30830,eng,full_professional
30831,zho,limited_working
30831,eng,full_professional
30831,tur,native_or_bilingual
30833,tur,native_or_bilingual
30833,eng,professional_working
30834,tur,native_or_bilingual
30834,eng,full_professional
30838,eng,full_professional
30838,i̇spanyolca,elementary
30839,eng,native_or_bilingual
30839,tur,professional_working
30839,urdu,native_or_bilingual
30839,hin,native_or_bilingual
30840,eng,professional_working
30842,eng,professional_working
30842,tur,native_or_bilingual
30843,tur,native_or_bilingual
30843,eng,professional_working
30844,tur,native_or_bilingual
30844,eng,professional_working
30844,deu,elementary
30846,tur,native_or_bilingual
30846,eng,
30848,tur,
30848,eng,
30852,tur,
30852,eng,
30853,eng,full_professional
30853,ita,elementary
30854,tur,native_or_bilingual
30854,eng,professional_working
30854,deu,elementary
30855,tur,
30855,eng,
30856,eng,professional_working
30856,ara,native_or_bilingual
30856,tur,professional_working
30857,eng,professional_working
30857,tur,native_or_bilingual
30858,tur,
30858,eng,
30859,eng,
30860,eng,professional_working
30861,eng,native_or_bilingual
30863,eng,professional_working
30863,deu,limited_working
30863,tur,native_or_bilingual
30865,tur,
30865,eng,
30866,eng,full_professional
30866,ita,limited_working
30866,deu,elementary
30867,tur,native_or_bilingual
30867,eng,professional_working
30867,deu,elementary
30868,tur,native_or_bilingual
30868,eng,native_or_bilingual
30868,deu,elementary
30870,eng,professional_working
30870,tur,native_or_bilingual
30871,tur,native_or_bilingual
30871,eng,professional_working
30872,eng,native_or_bilingual
30874,tur,native_or_bilingual
30874,eng,professional_working
30875,eng,full_professional
30875,fra,full_professional
30877,deu,professional_working
30877,eng,full_professional
30880,tur,native_or_bilingual
30880,eng,professional_working
30881,eng,full_professional
30882,eng,professional_working
30884,eng,professional_working
30884,rus,limited_working
30884,i̇spanyolca,elementary
30885,tur,native_or_bilingual
30885,eng,professional_working
30886,tur,native_or_bilingual
30886,eng,professional_working
30887,tur,native_or_bilingual
30887,eng,professional_working
30888,eng,professional_working
30889,tur,native_or_bilingual
30889,eng,professional_working
30891,eng,full_professional
30891,fra,elementary
30891,deu,elementary
30892,tur,native_or_bilingual
30892,eng,professional_working
30893,eng,professional_working
30893,rus,elementary
30893,zho,elementary
30895,eng,
30895,tur,native_or_bilingual
30897,tur,native_or_bilingual
30897,eng,professional_working
30899,tur,native_or_bilingual
30899,eng,professional_working
30899,ita,elementary
30900,eng,native_or_bilingual
30903,eng,
30903,deu,
30904,tur,native_or_bilingual
30904,eng,native_or_bilingual
30906,eng,professional_working
30906,tur,native_or_bilingual
30909,tur,native_or_bilingual
30909,eng,professional_working
30910,eng,native_or_bilingual
30910,deu,limited_working
30910,fra,elementary
30910,tur,native_or_bilingual
30911,tur,
30911,eng,
30913,eng,full_professional
30913,tur,native_or_bilingual
30913,deu,elementary
30914,eng,professional_working
30914,tur,native_or_bilingual
30916,eng,
30916,deu,
30917,tur,native_or_bilingual
30917,eng,full_professional
30917,deu,limited_working
30918,eng,professional_working
30918,fra,elementary
30921,albanian,native_or_bilingual
30921,eng,full_professional
30921,fra,limited_working
30921,tur,limited_working
30921,spa,limited_working
30923,tur,
30923,eng,
30925,eng,full_professional
30925,deu,elementary
30925,tur,native_or_bilingual
30926,tur,native_or_bilingual
30926,eng,full_professional
30927,tur,native_or_bilingual
30927,eng,professional_working
30927,fra,elementary
30927,gre,elementary
30928,eng,professional_working
30928,tur,native_or_bilingual
30929,tur,native_or_bilingual
30929,eng,full_professional
30929,i̇spanyolca,professional_working
30931,tur,native_or_bilingual
30931,eng,full_professional
30935,eng,professional_working
30935,i̇talyanca,elementary
30936,tur,native_or_bilingual
30936,eng,full_professional
30936,deu,elementary
30936,ita,elementary
30938,tur,native_or_bilingual
30938,eng,full_professional
30939,eng,full_professional
30939,tur,native_or_bilingual
30940,tur,native_or_bilingual
30940,eng,professional_working
30941,tur,native_or_bilingual
30941,eng,professional_working
30941,fra,elementary
30942,tur,native_or_bilingual
30942,eng,professional_working
30945,deu,elementary
30945,i̇ngizice,professional_working
30945,tur,native_or_bilingual
30949,eng,
30949,tur,
30950,eng,full_professional
30950,tur,native_or_bilingual
30952,tur,native_or_bilingual
30952,eng,full_professional
30956,tur,native_or_bilingual
30956,eng,
30957,eng,professional_working
30957,tur,native_or_bilingual
30959,tur,native_or_bilingual
30959,eng,professional_working
30960,eng,full_professional
30960,tur,native_or_bilingual
30960,deu,limited_working
30961,tur,native_or_bilingual
30961,eng,professional_working
30962,eng,professional_working
30963,eng,professional_working
30963,tur,native_or_bilingual
30964,tur,native_or_bilingual
30964,eng,professional_working
30964,deu,limited_working
30964,fra,elementary
30965,tur,native_or_bilingual
30965,eng,full_professional
30965,deu,limited_working
30968,tur,native_or_bilingual
30968,eng,professional_working
30969,eng,professional_working
30969,deu,limited_working
30969,tur,native_or_bilingual
30972,eng,professional_working
30972,rus,limited_working
30972,azerbaijani,native_or_bilingual
30973,makedonca,native_or_bilingual
30973,rus,elementary
30973,eng,professional_working
30974,tur,native_or_bilingual
30974,eng,professional_working
30974,deu,elementary
30977,eng,full_professional
30977,tur,native_or_bilingual
30977,kur,native_or_bilingual
30977,deu,elementary
30978,eng,full_professional
30978,tur,native_or_bilingual
30979,tur,native_or_bilingual
30979,eng,professional_working
30979,deu,elementary
30981,eng,full_professional
30983,tur,native_or_bilingual
30983,eng,professional_working
30984,tur,native_or_bilingual
30984,eng,full_professional
30986,eng,professional_working
30988,eng,professional_working
30988,tur,native_or_bilingual
30988,i̇spanyolca,limited_working
30989,tur,native_or_bilingual
30989,eng,professional_working
30991,tur,native_or_bilingual
30991,eng,professional_working
30991,fra,elementary
30993,eng,professional_working
30993,fra,elementary
30993,tur,native_or_bilingual
30996,tur,native_or_bilingual
30996,eng,professional_working
31000,tur,native_or_bilingual
31000,eng,professional_working
31000,zho,elementary
31002,tur,native_or_bilingual
31002,eng,professional_working
31003,eng,professional_working
31004,tur,native_or_bilingual
31004,eng,professional_working
31005,eng,professional_working
31005,deu,elementary
31006,eng,native_or_bilingual
31006,deu,limited_working
31006,i̇spanyolca,elementary
31006,tur,native_or_bilingual
31007,eng,
31009,tur,
31009,eng,
31011,tur,
31011,eng,
31012,tur,native_or_bilingual
31012,eng,professional_working
31013,tur,native_or_bilingual
31013,eng,professional_working
31015,deu,
31015,eng,
31016,tur,native_or_bilingual
31016,eng,limited_working
31019,eng,professional_working
31019,jpn,elementary
31021,tur,native_or_bilingual
31021,eng,professional_working
31022,eng,full_professional
31023,eng,professional_working
31023,deu,elementary
31023,tur,native_or_bilingual
31024,eng,professional_working
31025,eng,
31027,tur,native_or_bilingual
31027,eng,professional_working
31027,spa,elementary
31028,deu,limited_working
31028,rus,elementary
31028,eng,native_or_bilingual
31029,tur,native_or_bilingual
31029,eng,native_or_bilingual
31029,deu,professional_working
31030,eng,professional_working
31030,tur,native_or_bilingual
31032,tur,native_or_bilingual
31032,eng,professional_working
31033,eng,full_professional
31033,fra,full_professional
31033,tur,native_or_bilingual
31035,eng,professional_working
31036,eng,professional_working
31036,tur,native_or_bilingual
31036,deu,elementary
31037,tur,native_or_bilingual
31037,eng,full_professional
31037,spa,professional_working
31039,eng,
31040,eng,
31040,tur,
31041,eng,limited_working
31042,eng,professional_working
31045,eng,professional_working
31045,tur,native_or_bilingual
31045,deu,elementary
31046,tur,
31046,eng,
31049,eng,professional_working
31049,tur,native_or_bilingual
31050,tur,native_or_bilingual
31050,eng,full_professional
31050,polish,limited_working
31052,eng,
31054,eng,
31055,tur,native_or_bilingual
31055,eng,professional_working
31055,deu,limited_working
31055,i̇talyanca,elementary
31058,tur,native_or_bilingual
31058,eng,full_professional
31061,tur,native_or_bilingual
31061,eng,professional_working
31061,jpn,elementary
31061,fra,elementary
31062,eng,professional_working
31062,deu,elementary
31063,eng,professional_working
31064,tur,native_or_bilingual
31064,eng,native_or_bilingual
31065,eng,professional_working
31066,deu,
31067,tur,native_or_bilingual
31067,eng,full_professional
31067,deu,limited_working
31067,rus,limited_working
31067,ita,elementary
31069,eng,
31069,tur,
31070,eng,native_or_bilingual
31072,tur,native_or_bilingual
31072,eng,professional_working
31072,deu,elementary
31073,tur,native_or_bilingual
31073,eng,professional_working
31075,eng,professional_working
31075,tur,native_or_bilingual
31077,tur,native_or_bilingual
31077,eng,full_professional
31078,tur,native_or_bilingual
