user_id,StartAfter2019,companies_worked,positions_worked,days_worked,max_days_worked,min_days_worked,avg_days_worked,total_days_worked
39946,0,7,7,304,1065,-304,343,2405
39947,0,9,9,151,1035,61,328,2953
39948,0,4,4,2010,2010,31,692,2771
39949,0,1,1,7519,7519,7519,7519,7519
39950,0,1,1,549,549,549,549,549
39952,0,3,4,3167,3167,-334,1331,5327
39953,0,5,6,549,699,122,416,2497
39954,0,8,8,62,1552,-181,597,4779
39955,0,4,5,335,1492,335,968,4840
39956,0,1,1,2922,2922,2922,2922,2922
39959,0,3,3,1157,1369,-151,791,2375
39960,0,1,1,61,61,61,61,61
39961,0,2,2,1188,1188,487,837,1675
39962,0,3,3,395,1188,365,649,1948
39963,0,3,5,122,1676,92,718,3593
39964,0,6,8,0,1127,0,536,4293
39966,0,1,1,1188,1188,1188,1188,1188
39968,0,4,4,1399,1399,0,487,1948
39970,0,6,6,1096,2556,0,791,4748
39973,0,3,4,731,1645,-304,784,3136
39974,0,2,2,1703,1703,-120,791,1583
39975,0,2,3,3653,3653,1551,2313,6940
39976,0,1,1,2497,2497,2497,2497,2497
39977,0,5,6,122,761,31,385,2313
39978,0,1,1,671,671,671,671,671
39979,0,3,3,852,1249,31,710,2132
39980,0,5,8,334,760,-273,384,3075
39982,0,1,1,487,487,487,487,487
39983,0,6,6,791,976,-151,350,2101
39984,0,3,5,214,731,212,420,2101
39985,0,4,4,4169,4169,454,1735,6940
39986,1,1,1,-181,-181,-181,-181,-181
39987,0,3,4,731,1645,-304,784,3136
39988,0,1,1,365,365,365,365,365
39989,0,6,6,0,1734,0,512,3075
39990,0,5,5,366,549,-151,256,1280
39991,0,3,3,30,639,-90,193,579
39992,0,1,1,610,610,610,610,610
39993,0,1,1,4597,4597,4597,4597,4597
39995,0,2,2,670,883,670,776,1553
39996,0,2,2,761,761,-212,274,549
39997,0,3,3,426,426,-334,71,214
39998,0,3,3,276,303,31,203,610
39999,0,6,8,0,1127,0,536,4293
40000,0,4,4,366,2556,-181,700,2802
40002,0,4,4,151,3744,-31,1111,4444
40003,0,2,2,366,944,366,655,1310
40004,0,3,3,731,731,122,457,1371
40005,1,2,2,122,122,-334,-106,-212
40006,0,3,3,3044,3044,-334,954,2863
40007,0,2,2,670,822,670,746,1492
40008,0,7,9,1766,3561,-243,953,8585
40010,0,1,1,122,122,122,122,122
40013,0,4,4,943,943,-243,365,1461
40016,0,4,4,976,1247,242,692,2771
40017,1,1,1,-273,-273,-273,-273,-273
40018,0,4,4,487,1310,123,784,3136
40019,0,4,5,303,1249,-151,608,3044
40020,0,4,4,245,245,92,167,671
40021,0,5,5,335,791,-243,249,1249
40022,0,2,2,669,669,-304,182,365
40025,0,3,5,488,488,92,329,1645
40027,0,2,5,153,638,-304,280,1402
40028,0,2,2,2223,2223,365,1294,2588
40029,0,3,3,427,427,396,416,1249
40030,0,4,4,4901,4901,-212,1308,5235
40031,0,4,4,365,2131,183,784,3136
40032,0,2,2,426,518,426,472,944
40033,0,1,1,518,518,518,518,518
40034,0,2,4,396,426,-334,129,518
40035,0,3,3,943,3621,-59,1501,4505
40036,0,1,2,1492,1492,791,1141,2283
40037,0,3,3,730,730,-243,183,549
40038,0,3,3,365,365,-334,51,153
40039,0,1,1,334,334,334,334,334
40040,0,5,6,334,3075,-59,1359,8157
40041,0,2,2,608,1249,608,928,1857
40042,0,3,4,396,457,31,327,1310
40043,0,2,3,215,215,-151,61,184
40044,1,1,1,-334,-334,-334,-334,-334
40045,1,2,2,92,92,-273,-90,-181
40046,0,6,8,1583,1583,61,483,3866
40047,1,1,1,-151,-151,-151,-151,-151
40048,0,1,2,579,579,0,289,579
40049,0,1,2,1004,1004,184,594,1188
40050,0,1,1,61,61,61,61,61
40051,0,5,5,1764,1764,182,681,3409
40052,0,2,3,1096,1461,122,893,2679
40053,0,1,1,579,579,579,579,579
40054,0,5,5,123,793,122,341,1706
40056,0,3,3,883,883,578,710,2132
40057,0,2,2,396,396,-212,92,184
40058,0,4,4,122,243,-334,53,214
40059,0,2,2,1765,1765,275,1020,2040
40060,0,3,4,334,851,245,418,1675
40061,0,8,13,366,1889,0,440,5724
40062,0,3,3,457,457,-31,203,610
40063,0,2,3,3896,3896,92,1461,4383
40064,0,5,6,823,823,61,512,3075
40065,1,1,1,-31,-31,-31,-31,-31
40066,0,1,1,184,184,184,184,184
40067,1,1,1,-151,-151,-151,-151,-151
40068,0,2,2,426,426,-212,107,214
40070,0,1,1,518,518,518,518,518
40072,1,1,1,-273,-273,-273,-273,-273
40074,0,2,2,3805,3805,31,1918,3836
40075,0,3,4,1096,1096,0,418,1675
40076,0,2,2,181,184,181,182,365
40077,0,3,3,395,395,-304,71,214
40079,0,1,1,153,153,153,153,153
40080,0,1,1,730,730,730,730,730
40082,0,1,2,275,3287,275,1781,3562
40083,0,2,2,151,306,151,228,457
40084,1,1,1,-212,-212,-212,-212,-212
40085,0,2,2,761,761,0,380,761
40086,0,1,1,334,334,334,334,334
40087,0,1,1,214,214,214,214,214
40088,0,2,2,153,334,153,243,487
40089,0,3,3,761,761,31,436,1310
40091,0,2,2,1035,1035,61,548,1096
40092,0,1,1,944,944,944,944,944
40093,1,2,2,61,61,-273,-106,-212
40094,0,1,1,334,334,334,334,334
40095,0,2,3,1341,1341,0,690,2071
40096,0,3,3,1399,1399,214,649,1948
40097,0,4,4,1400,1979,-151,844,3379
40098,0,4,4,365,730,274,418,1675
40099,0,1,2,62,487,62,274,549
40100,0,2,3,365,1249,122,578,1736
40101,1,1,1,-304,-304,-304,-304,-304
40102,0,1,1,1948,1948,1948,1948,1948
40103,0,3,3,821,1370,-90,700,2101
40104,0,4,5,365,365,-212,188,944
40105,1,1,1,-90,-90,-90,-90,-90
40106,1,1,1,-181,-181,-181,-181,-181
40107,0,3,3,1003,1003,457,750,2252
40108,0,2,2,365,518,365,441,883
40109,0,1,1,2405,2405,2405,2405,2405
40110,0,1,1,184,184,184,184,184
40111,0,2,3,92,395,92,193,579
40113,0,2,2,1614,1614,-273,670,1341
40115,0,4,5,976,1489,-273,554,2771
40117,0,2,2,853,853,-243,305,610
40118,0,1,1,184,184,184,184,184
40119,0,4,7,1947,1947,-304,621,4352
40120,0,1,2,365,365,334,349,699
40121,0,5,5,762,762,-243,249,1249
40122,0,3,3,335,335,-59,152,457
40123,0,4,4,335,1583,274,776,3106
40125,0,1,1,2010,2010,2010,2010,2010
40128,0,3,3,31,122,31,61,184
40130,0,2,3,1341,1341,-181,436,1310
40131,0,4,5,730,1127,334,694,3471
40132,0,1,1,153,153,153,153,153
40133,0,4,5,303,1765,-273,462,2313
40134,0,3,5,184,184,-273,30,153
40135,0,4,4,1126,1126,243,510,2040
40136,1,1,1,-151,-151,-151,-151,-151
40137,0,2,2,2160,2160,-212,974,1948
40138,0,4,4,335,699,-212,228,914
40139,0,2,2,1096,1096,914,1005,2010
40140,0,3,3,334,334,-304,51,153
40141,1,1,1,-304,-304,-304,-304,-304
40142,0,2,3,730,730,-31,294,883
40143,0,3,3,30,488,30,193,579
40144,0,4,4,396,792,92,502,2010
40145,0,7,7,1399,2526,-151,956,6696
40146,0,1,1,975,975,975,975,975
40147,0,4,4,61,610,61,327,1310
40148,0,4,4,1156,1156,-243,236,944
40149,0,5,6,183,1156,122,472,2832
40150,0,1,1,1280,1280,1280,1280,1280
40151,0,4,5,426,426,-181,188,944
40153,0,1,1,214,214,214,214,214
40154,0,2,4,366,1095,-181,327,1310
40156,0,3,3,1612,1612,334,1126,3379
40157,0,3,3,457,457,-90,183,549
40158,0,2,2,457,457,61,259,518
40159,0,2,2,669,669,61,365,730
40160,0,3,3,791,2771,243,1268,3805
40161,0,4,4,1614,1614,730,1081,4324
40163,0,2,2,1676,1676,334,1005,2010
40164,0,2,2,518,518,153,335,671
40165,1,1,1,-334,-334,-334,-334,-334
40166,0,3,4,1157,1157,0,654,2618
40167,0,1,1,153,153,153,153,153
40168,0,1,2,31,334,31,182,365
40169,0,2,2,546,546,-181,182,365
40170,0,2,2,244,2313,244,1278,2557
40171,0,1,1,1249,1249,1249,1249,1249
40172,0,5,5,123,944,62,402,2010
40173,0,2,2,3013,3013,1280,2146,4293
40174,0,5,5,365,365,-181,115,579
40175,0,2,3,151,1675,0,608,1826
40176,0,4,6,638,882,-90,400,2405
40177,0,2,2,945,945,365,655,1310
40178,0,3,3,334,365,184,294,883
40179,0,2,2,1126,1126,-151,487,975
40180,0,2,2,2313,2313,-273,1020,2040
40181,0,1,2,1918,1918,-212,853,1706
40182,0,2,2,304,304,-151,76,153
40183,0,4,4,150,488,-31,174,699
40184,0,3,3,1583,1583,122,1045,3136
40185,0,5,5,123,335,-243,109,549
40187,0,2,2,365,579,365,472,944
40188,0,3,3,365,549,0,304,914
40189,0,2,2,974,974,122,548,1096
40190,1,1,1,-243,-243,-243,-243,-243
40192,0,3,3,762,1946,-151,852,2557
40193,1,1,1,-181,-181,-181,-181,-181
40194,0,1,2,1125,1125,-181,472,944
40195,0,2,2,761,761,457,609,1218
40196,0,3,3,792,792,-334,304,914
40197,1,1,1,-273,-273,-273,-273,-273
40198,1,1,1,-181,-181,-181,-181,-181
40199,0,5,6,485,485,61,304,1826
40200,0,1,1,153,153,153,153,153
40202,0,1,1,2557,2557,2557,2557,2557
40203,0,6,6,914,1520,-243,639,3836
40204,0,4,4,30,457,-304,121,487
40205,0,2,2,913,913,31,472,944
40206,0,1,2,304,610,304,457,914
40207,0,2,2,1308,1308,-59,624,1249
40208,0,1,2,395,549,395,472,944
40209,0,3,3,488,1034,-304,406,1218
40210,0,2,2,1703,1703,92,897,1795
40211,0,2,2,457,1918,457,1187,2375
40212,0,1,2,1856,1856,92,974,1948
40213,0,3,3,456,456,-243,162,487
40214,0,4,4,395,395,153,236,944
40215,0,1,1,122,122,122,122,122
40217,0,6,6,1796,1796,-151,446,2679
40218,1,1,1,-181,-181,-181,-181,-181
40219,1,1,1,-181,-181,-181,-181,-181
40220,0,1,2,151,914,151,532,1065
40221,0,3,3,1706,1706,31,801,2405
40222,0,3,3,30,365,30,193,579
40224,1,1,1,-59,-59,-59,-59,-59
40225,1,1,1,-212,-212,-212,-212,-212
40226,0,1,1,184,184,184,184,184
40228,0,2,2,366,1005,366,685,1371
40229,1,2,2,0,0,-304,-152,-304
40230,0,4,4,365,1431,-151,502,2010
40231,0,3,3,761,761,61,436,1310
40232,1,1,1,-151,-151,-151,-151,-151
40234,0,3,3,669,669,-212,294,883
40235,0,3,3,610,610,487,568,1706
40236,0,5,5,365,1584,-273,408,2040
40238,0,1,1,1826,1826,1826,1826,1826
40239,0,2,2,334,334,245,289,579
40240,0,1,1,487,487,487,487,487
40241,0,2,2,1551,1551,306,928,1857
40242,1,1,1,-151,-151,-151,-151,-151
40243,1,1,2,92,92,-243,-75,-151
40245,0,2,2,1430,1430,92,761,1522
40247,0,2,2,487,487,-334,76,153
40248,0,3,3,4991,4991,184,2333,7001
40249,0,4,4,182,396,122,266,1065
40250,0,1,1,610,610,610,610,610
40251,0,4,4,336,1034,-212,320,1280
40252,0,2,2,1157,1157,153,655,1310
40253,0,2,2,1156,1156,-273,441,883
40254,0,2,2,1187,1187,-151,518,1036
40257,0,1,1,426,426,426,426,426
40258,0,3,3,792,1430,457,893,2679
40259,0,3,3,2436,2436,-273,1299,3897
40260,0,1,1,822,822,822,822,822
40261,0,3,3,670,1156,-273,517,1553
40262,0,2,2,365,365,-151,107,214
40263,0,2,2,457,1948,457,1202,2405
40264,0,1,1,122,122,122,122,122
40265,1,1,1,-212,-212,-212,-212,-212
40267,0,4,5,153,1645,153,645,3228
40268,1,1,2,183,183,-334,-75,-151
40270,0,4,4,306,1308,31,624,2497
40271,0,4,5,1004,1826,-181,681,3409
40272,0,1,1,1280,1280,1280,1280,1280
40273,0,2,2,973,973,-243,365,730
40274,0,1,2,791,791,-212,289,579
40275,0,3,3,1003,1003,-243,294,883
40276,0,5,6,30,608,30,340,2040
40277,0,2,4,519,2466,425,1431,5724
40278,0,3,3,244,944,183,457,1371
40279,0,3,3,1247,1247,-181,365,1096
40280,0,6,6,638,1491,61,629,3774
40281,0,3,3,245,245,-181,71,214
40282,0,4,4,59,457,-304,91,365
40284,0,1,1,31,31,31,31,31
40285,1,1,1,-151,-151,-151,-151,-151
40286,0,2,2,243,275,243,259,518
40287,0,2,2,181,306,181,243,487
40288,1,1,1,-273,-273,-273,-273,-273
40289,0,3,4,669,669,120,304,1218
40290,0,2,4,395,1734,-181,616,2466
40291,0,1,1,730,730,730,730,730
40292,0,3,3,1066,1918,1066,1421,4263
40293,0,3,3,335,457,-243,183,549
40294,0,1,1,214,214,214,214,214
40296,0,3,4,395,395,31,236,944
40297,0,2,2,304,304,153,228,457
40298,0,5,5,335,611,89,329,1645
40299,0,4,5,517,518,31,292,1461
40300,0,1,1,549,549,549,549,549
40301,0,4,5,731,761,427,621,3106
40302,1,1,1,-151,-151,-151,-151,-151
40303,1,1,1,-59,-59,-59,-59,-59
40304,0,4,4,184,883,0,411,1645
40305,0,3,4,92,1614,0,563,2252
40306,0,2,2,365,365,-212,76,153
40307,0,2,2,396,396,214,305,610
40311,0,3,3,1310,1310,214,680,2040
40312,0,1,1,549,549,549,549,549
40313,0,3,3,457,457,-243,142,426
40316,0,2,2,730,730,-212,259,518
40317,0,3,3,1369,1369,122,558,1675
40318,0,2,2,730,730,-273,228,457
40319,0,4,4,336,365,245,320,1280
40320,0,3,3,334,730,-212,284,852
40322,0,6,6,122,273,-304,35,214
40324,0,3,4,1096,1795,153,867,3471
40325,0,4,5,181,3014,181,949,4748
40326,0,3,3,2557,2557,151,1603,4809
40327,0,2,2,577,577,-212,182,365
40328,0,3,3,1278,3014,487,1593,4779
40329,1,3,3,151,151,-273,0,0
40330,0,2,2,245,730,245,487,975
40331,0,2,2,489,791,489,640,1280
40332,0,1,1,1826,1826,1826,1826,1826
40333,0,2,2,427,427,334,380,761
40334,0,5,6,640,640,-212,187,1127
40336,1,1,1,-334,-334,-334,-334,-334
40337,0,8,9,365,670,-120,182,1645
40338,1,1,1,-181,-181,-181,-181,-181
40339,0,4,4,1247,1247,61,662,2649
40341,0,2,2,184,184,-31,76,153
40342,1,2,2,123,123,-243,-60,-120
40343,1,1,2,92,92,-243,-75,-151
40344,0,5,5,761,761,31,335,1675
40345,0,1,1,2375,2375,2375,2375,2375
40346,1,1,1,-243,-243,-243,-243,-243
40347,1,1,1,-273,-273,-273,-273,-273
40348,0,4,4,547,547,31,274,1096
40349,0,3,3,1645,1645,-90,832,2497
40350,0,3,3,730,2223,334,1095,3287
40351,0,5,6,1492,1492,242,730,4383
40352,0,1,1,365,365,365,365,365
40354,0,3,4,275,1400,245,616,2466
40355,0,2,4,426,1767,426,852,3409
40358,0,2,2,731,944,731,837,1675
40359,0,4,5,395,456,-243,158,791
40360,0,1,1,1310,1310,1310,1310,1310
40361,0,2,4,62,122,62,99,396
40363,0,3,4,365,549,-273,243,975
40364,0,2,2,607,607,-273,167,334
40365,0,1,1,3897,3897,3897,3897,3897
40366,0,2,2,334,334,306,320,640
40368,0,4,4,184,365,-304,137,549
40369,0,2,2,790,2101,790,1445,2891
40370,1,2,2,0,0,-59,-29,-59
40371,0,2,2,1005,1005,-334,335,671
40372,0,2,2,365,365,184,274,549
40373,0,2,2,1553,1553,92,822,1645
40374,0,4,4,1157,1157,153,761,3044
40375,0,3,3,427,791,92,436,1310
40376,0,7,7,304,670,0,343,2405
40377,0,3,5,273,1065,92,389,1948
40378,0,5,5,487,640,153,395,1979
40379,0,3,3,334,1645,0,659,1979
40380,0,4,5,273,1642,184,724,3621
40381,0,1,1,2405,2405,2405,2405,2405
40382,0,3,3,519,2311,519,1410,4232
40383,0,2,2,882,882,579,730,1461
40384,0,2,2,396,914,396,655,1310
40386,0,1,1,579,579,579,579,579
40387,0,2,2,243,243,122,182,365
40388,0,8,9,151,365,-181,162,1461
40389,0,4,4,212,823,122,380,1522
40390,0,4,4,395,395,61,236,944
40392,0,2,3,245,1034,31,436,1310
40393,0,2,2,335,335,214,274,549
40394,1,1,1,-243,-243,-243,-243,-243
40395,0,2,2,731,2040,731,1385,2771
40396,0,2,3,731,731,242,476,1430
40397,0,1,1,245,245,245,245,245
40398,0,1,1,944,944,944,944,944
40399,0,1,1,365,365,365,365,365
40401,0,2,2,883,883,31,457,914
40402,0,3,3,184,1611,184,659,1979
40403,0,1,1,518,518,518,518,518
40404,0,2,2,638,1553,638,1095,2191
40406,0,2,2,120,2071,120,1095,2191
40408,0,2,2,1948,1948,0,974,1948
40409,0,2,3,365,365,-212,81,245
40411,0,5,6,365,1370,365,811,4870
40412,0,1,1,2040,2040,2040,2040,2040
40413,0,3,3,638,1004,306,649,1948
40414,0,4,4,2222,2222,-59,692,2771
40415,0,3,3,792,792,242,527,1583
40417,0,1,1,4658,4658,4658,4658,4658
40418,0,1,1,61,61,61,61,61
40419,0,2,2,1218,1218,365,791,1583
40421,0,2,4,366,669,-90,327,1310
40423,0,1,1,518,518,518,518,518
40425,0,1,1,214,214,214,214,214
40426,0,1,1,1826,1826,1826,1826,1826
40427,0,1,2,1096,1096,791,943,1887
40428,0,4,4,731,731,122,395,1583
40431,0,1,3,578,578,275,416,1249
40432,0,8,9,700,1369,61,470,4232
40433,0,4,4,1430,1430,487,821,3287
40434,0,1,1,1979,1979,1979,1979,1979
40435,0,5,5,823,1522,-273,846,4232
40436,0,4,4,274,2345,274,959,3836
40437,0,7,9,1766,3561,-243,953,8585
40439,0,4,4,1858,1858,0,1050,4202
40440,0,2,2,1188,1188,487,837,1675
40441,0,3,4,791,791,-212,160,640
40442,0,2,2,1005,1005,487,746,1492
40443,0,3,3,123,608,123,396,1188
40444,0,2,2,2131,2131,457,1294,2588
40445,0,7,7,457,518,-304,274,1918
40446,0,3,3,274,1948,274,893,2679
40447,1,1,1,0,0,0,0,0
40448,0,1,1,1371,1371,1371,1371,1371
40449,0,7,7,366,638,92,391,2741
40450,0,6,6,518,547,243,395,2375
40451,0,3,4,792,1553,792,1073,4293
40452,0,4,4,884,914,396,669,2679
40453,0,2,2,853,914,853,883,1767
40454,0,1,1,2710,2710,2710,2710,2710
40455,0,2,2,3591,3591,1218,2404,4809
40456,0,3,3,61,1096,61,436,1310
40457,0,4,5,2952,2952,0,858,4293
40458,0,2,3,365,365,-59,132,396
40459,0,1,1,1948,1948,1948,1948,1948
40460,0,3,3,1371,1371,214,710,2132
40461,0,3,3,1188,1188,396,670,2010
40462,0,3,4,181,1340,-304,456,1826
40463,0,5,5,184,671,59,402,2010
40464,0,3,4,2129,2129,-334,578,2313
40465,0,3,3,1035,1612,306,984,2953
40466,0,2,3,3896,3896,92,1461,4383
40467,0,1,2,1492,1492,791,1141,2283
40468,1,1,1,-59,-59,-59,-59,-59
40469,0,8,8,396,1371,-120,586,4689
40471,0,3,4,334,851,245,418,1675
40472,0,2,2,1369,1369,-120,624,1249
40473,0,2,2,1126,1126,184,655,1310
40475,0,1,1,4901,4901,4901,4901,4901
40476,0,7,10,1095,1308,-31,672,6727
40477,0,6,6,731,731,-243,279,1675
40478,0,4,4,638,3042,-120,966,3866
40479,0,2,2,426,457,426,441,883
40480,0,3,3,883,883,578,710,2132
40481,0,2,2,700,700,671,685,1371
40482,0,3,3,487,1096,457,680,2040
40483,0,4,5,304,1096,122,627,3136
40484,0,1,1,3228,3228,3228,3228,3228
40485,0,3,3,670,761,122,517,1553
40486,0,1,2,275,3287,275,1781,3562
40487,0,4,4,427,1767,90,662,2649
40488,0,5,6,670,1096,122,735,4414
40489,0,7,8,579,1279,-181,437,3501
40491,0,4,4,334,884,243,586,2344
40492,0,5,5,730,758,-59,402,2010
40493,0,3,3,458,488,334,426,1280
40494,0,4,4,578,1400,61,669,2679
40495,0,5,6,274,669,-304,335,2010
40496,0,2,2,1187,1187,31,609,1218
40497,0,6,8,335,1795,-243,551,4414
40498,0,5,6,184,547,-243,208,1249
40499,0,1,1,1402,1402,1402,1402,1402
40500,0,2,2,365,365,-151,107,214
40501,0,2,2,789,1371,789,1080,2160
40503,0,3,6,1035,1096,92,497,2983
40504,0,3,4,880,880,-120,540,2160
40505,0,5,5,974,1188,303,803,4018
40506,0,2,2,2616,2616,306,1461,2922
40507,0,6,6,273,730,-120,380,2283
40508,0,4,6,1096,1096,62,512,3075
40509,0,3,3,212,1126,212,649,1948
40510,0,1,2,1219,1219,699,959,1918
40511,0,2,4,2526,2526,184,1369,5479
40512,0,3,3,609,1430,609,1004,3014
40513,0,1,2,335,579,335,457,914
40514,0,1,1,1127,1127,1127,1127,1127
40515,0,3,3,1399,1399,214,649,1948
40516,0,8,8,1492,1492,365,753,6028
40517,0,3,3,2709,2709,1765,2232,6696
40518,0,1,1,2618,2618,2618,2618,2618
40519,0,2,2,151,151,-59,46,92
40520,0,3,3,335,2191,184,903,2710
40521,0,4,4,2069,2069,-243,593,2375
40522,0,5,5,823,1522,-273,846,4232
40523,0,4,4,212,1035,183,563,2252
40524,0,2,2,1734,1734,1553,1643,3287
40525,0,4,4,334,821,-181,395,1583
40526,0,6,6,700,700,92,319,1918
40527,0,1,1,791,791,791,791,791
40528,0,1,1,2040,2040,2040,2040,2040
40529,0,6,6,366,1036,0,451,2710
40530,0,2,3,1491,1918,365,1258,3774
40531,0,2,2,3014,3014,852,1933,3866
40532,0,3,5,303,669,61,316,1583
40533,0,2,2,305,2252,305,1278,2557
40534,0,5,5,365,791,274,481,2405
40535,0,2,2,548,548,-273,137,275
40536,0,2,3,1582,2221,-120,1227,3683
40537,0,2,2,273,1310,273,791,1583
40538,0,2,2,1888,1888,822,1355,2710
40539,0,2,2,791,791,-273,259,518
40540,0,2,2,1127,1127,883,1005,2010
40541,0,1,1,1280,1280,1280,1280,1280
40542,0,3,4,244,577,-90,320,1280
40543,0,3,3,426,1096,426,700,2101
40544,0,1,1,184,184,184,184,184
40545,0,2,2,214,214,92,153,306
40546,0,3,3,1523,1523,303,740,2222
40547,0,2,2,578,578,487,532,1065
40548,0,1,2,1918,1918,-212,853,1706
40549,0,8,9,700,1369,61,470,4232
40550,0,4,5,518,822,-212,408,2040
40551,0,1,1,2710,2710,2710,2710,2710
40552,0,5,5,395,1736,182,627,3136
40553,0,1,1,334,334,334,334,334
40554,0,3,3,1461,1461,-59,771,2313
40555,0,3,6,273,943,0,324,1948
40556,0,6,6,884,1614,-334,538,3228
40557,0,4,4,670,1371,243,753,3014
40558,0,2,2,1917,1917,549,1233,2466
40559,0,3,3,1918,1918,0,801,2405
40560,0,3,4,1826,2343,334,1552,6209
40561,0,3,3,730,1005,275,670,2010
40562,0,1,1,2191,2191,2191,2191,2191
40563,0,5,5,2129,2129,396,974,4870
40564,0,3,3,1461,1461,-243,436,1310
40565,0,2,2,731,1887,731,1309,2618
40566,0,4,4,1584,1584,151,593,2375
40567,0,2,2,915,915,699,807,1614
40568,0,3,3,1491,3653,457,1867,5601
40569,0,1,1,549,549,549,549,549
40570,0,3,4,762,819,-120,365,1461
40571,0,1,1,640,640,640,640,640
40572,0,6,6,1005,1096,30,654,3927
40573,0,1,1,457,457,457,457,457
40574,0,2,2,427,1218,427,822,1645
40575,0,4,5,304,365,-273,109,549
40576,0,5,5,426,426,-334,188,944
40578,0,1,2,61,1614,61,837,1675
40579,0,4,5,791,884,397,675,3379
40580,0,8,8,823,1003,-181,529,4232
40581,0,3,4,304,1065,62,403,1614
40582,0,1,2,1096,1096,791,943,1887
40583,0,6,6,365,1279,-243,340,2040
40584,0,3,6,181,790,61,304,1826
40585,0,4,8,1978,1978,-120,376,3014
40586,0,2,3,395,3106,0,1167,3501
40587,0,7,7,395,458,-59,239,1675
40588,0,4,4,92,1308,-212,494,1979
40589,0,3,3,2649,2649,245,1126,3379
40590,0,1,1,883,883,883,883,883
40592,0,2,2,789,789,-90,349,699
40593,0,3,3,3014,3014,0,1644,4932
40594,0,1,1,549,549,549,549,549
40595,0,2,3,304,1096,214,538,1614
40596,0,1,2,92,214,92,153,306
40597,0,1,1,1036,1036,1036,1036,1036
40598,0,1,1,1341,1341,1341,1341,1341
40599,0,3,3,2464,2527,122,1704,5113
40601,0,3,3,1278,3014,487,1593,4779
40602,0,3,3,516,1553,214,761,2283
40603,0,3,3,730,915,730,791,2375
40604,0,1,1,5479,5479,5479,5479,5479
40605,0,1,1,2679,2679,2679,2679,2679
40606,0,3,3,942,942,-273,284,852
40607,0,2,2,427,427,122,274,549
40608,0,2,2,2223,2223,1979,2101,4202
40609,0,2,2,1795,1795,92,943,1887
40610,0,2,3,334,549,61,314,944
40611,0,3,3,881,881,610,750,2252
40612,0,3,3,212,1736,212,1025,3075
40613,0,1,1,4383,4383,4383,4383,4383
40614,0,1,1,2344,2344,2344,2344,2344
40615,0,5,5,1006,3564,303,1223,6119
40616,0,5,6,366,2802,334,913,5479
40617,0,5,6,183,1156,122,472,2832
40618,0,4,4,1156,1156,-243,236,944
40619,0,1,2,579,579,0,289,579
40620,0,2,4,366,669,-90,327,1310
40621,0,2,2,2223,2223,365,1294,2588
40622,0,2,3,882,1310,730,974,2922
40623,0,4,4,2437,2437,122,784,3136
40624,0,1,1,306,306,306,306,306
40626,0,3,3,670,1156,-273,517,1553
40627,0,3,3,488,1034,-304,406,1218
40628,0,2,2,3013,3013,1280,2146,4293
40629,0,1,1,1826,1826,1826,1826,1826
40630,0,4,4,731,731,122,395,1583
40631,0,4,4,274,2345,274,959,3836
40632,0,3,4,92,1614,0,563,2252
40633,0,4,4,1858,1858,0,1050,4202
40634,0,4,4,212,823,122,380,1522
40635,0,2,2,1005,1005,487,746,1492
40637,0,3,4,275,1400,245,616,2466
40638,0,3,4,791,791,-212,160,640
40639,0,7,9,1766,3561,-243,953,8585
40640,0,3,3,61,1522,31,538,1614
40641,0,4,4,365,853,365,586,2344
40642,0,4,4,1430,1430,487,821,3287
40643,0,4,5,2952,2952,0,858,4293
40644,1,1,1,-59,-59,-59,-59,-59
40645,0,3,5,730,1218,365,657,3287
40646,0,2,3,2162,2162,518,1370,4110
40647,0,2,3,1491,1918,365,1258,3774
40648,0,1,1,5144,5144,5144,5144,5144
40649,0,1,1,4840,4840,4840,4840,4840
40650,0,3,3,214,639,214,436,1310
40651,0,3,5,1400,1400,-181,700,3501
40652,0,1,1,306,306,306,306,306
40653,0,2,5,1645,1645,-120,694,3471
40654,0,9,9,243,945,0,382,3440
40655,0,1,2,547,671,547,609,1218
40656,0,3,5,2129,2708,214,1339,6696
40657,0,4,4,974,1157,275,685,2741
40658,0,3,3,945,1127,791,954,2863
40659,0,3,4,579,1949,61,784,3136
40660,0,3,3,519,2311,519,1410,4232
40661,0,3,4,1826,2343,334,1552,6209
40663,0,5,6,366,2802,334,913,5479
40664,0,2,2,1188,1188,487,837,1675
40665,0,3,4,123,638,-181,297,1188
40666,0,3,6,273,943,0,324,1948
40667,0,1,1,4901,4901,4901,4901,4901
40668,0,2,3,882,1310,730,974,2922
40669,0,3,3,488,1034,-304,406,1218
40670,0,5,8,549,1006,0,433,3471
40671,0,7,9,1766,3561,-243,953,8585
40674,0,2,2,3195,3195,2132,2663,5327
40675,0,3,4,365,365,92,236,944
40676,0,3,3,670,1156,-273,517,1553
40677,0,5,6,823,823,61,512,3075
40678,0,2,2,1703,1703,92,897,1795
40680,0,9,9,1096,1096,0,510,4597
40681,1,1,1,-31,-31,-31,-31,-31
40682,0,1,1,153,153,153,153,153
40683,0,6,6,699,2072,-334,837,5023
40684,0,5,9,334,1430,-273,378,3409
40685,0,1,1,214,214,214,214,214
40686,0,4,4,4901,4901,-212,1308,5235
40687,0,5,5,2010,2010,0,554,2771
40688,1,1,1,-212,-212,-212,-212,-212
40689,0,4,4,1827,1827,122,692,2771
40690,0,3,3,851,1218,549,872,2618
